zone,sample_id,nitrogen,phosphorus,potassium,ph,ec,moisture,temperature,status,imbalance_type,timestamp
A,S_A_841,40.47,34.43,53.78,6.09,392.16,58.22,34.6,Unstable,Variable Stability,1775455651
D,S_D_629,58.43,26.24,44.81,7.05,2255.65,41.88,44.7,Unstable,Nitrogen Imbalance (Low),1776218851
A,S_A_582,44.12,0.77,49.42,6.2,631.85,38.72,31.0,Unstable,Phosphorus Imbalance (Low),1776388051
A,S_A_205,46.54,8.6,48.27,5.71,335.65,45.29,26.3,Unstable,Phosphorus Imbalance (Low),1777745251
B,S_B_442,44.56,32.61,67.04,5.64,649.25,56.23,27.7,Unstable,Nitrogen Imbalance (Low),1776892051
B,S_B_815,33.32,22.97,26.46,6.47,267.09,59.86,31.4,Unstable,Stable / Optimal,1775549251
A,S_A_906,25.72,23.22,62.55,5.33,359.81,42.53,28.2,Unstable,Acidic Trend,1775221651
A,S_A_632,31.34,22.21,52.94,6.48,759.84,25.6,27.0,Unstable,Stable / Optimal,1776208051
D,S_D_645,67.02,8.57,41.02,4.89,373.31,58.29,19.5,Unstable,Acidic Trend,1776161251
B,S_B_775,39.83,19.56,67.97,5.73,648.49,42.55,35.5,Stable,Stable / Optimal,1775693251
A,S_A_163,41.89,21.12,27.97,6.62,723.69,42.96,29.4,Unstable,Potassium Imbalance (Low),1777896451
D,S_D_705,73.44,1.06,84.93,6.9,1173.69,96.31,39.2,Unstable,Phosphorus Imbalance (Low),1775945251
D,S_D_456,13.5,18.09,102.37,6.49,684.55,41.79,13.9,Unstable,Nitrogen Imbalance (Low),1776841651
E,S_E_589,42.96,32.27,70.86,6.39,1110.07,57.24,30.0,Unstable,Acidic Trend,1776362851
C,S_C_1114,-14.76,26.88,-27.27,3.5,1048.01,40.97,26.5,Unstable,Acidic Trend,1774472851
A,S_A_618,44.99,17.64,55.39,6.31,588.25,37.13,26.3,Unstable,Variable Stability,1776258451
A,S_A_876,39.14,16.28,70.77,5.86,698.62,57.3,23.4,Stable,Stable / Optimal,1775329651
B,S_B_232,41.28,17.96,63.42,6.73,365.98,67.73,24.0,Unstable,Potassium Imbalance (Low),1777648051
C,S_C_574,42.38,-18.67,36.71,4.8,879.67,61.33,29.1,Stable,Stable / Optimal,1776416851
E,S_E_563,57.98,16.44,80.07,5.86,-713.42,78.05,32.2,Unstable,Variable Stability,1776456451
A,S_A_548,42.87,32.19,60.55,6.08,269.45,52.15,21.0,Unstable,High Salinity Trend,1776510451
E,S_E_072,43.48,31.78,-2.47,6.22,1226.58,58.28,23.8,Unstable,Potassium Imbalance (Low),1778224051
E,S_E_650,2.94,41.18,97.56,6.11,311.19,58.65,28.6,Unstable,Nitrogen Imbalance (Low),1776143251
E,S_E_249,67.36,43.73,129.14,7.52,2673.07,82.71,26.5,Stable,Phosphorus Imbalance (Low),1777586851
C,S_C_982,12.71,-6.17,-62.44,4.56,-181.78,57.14,26.8,Unstable,Nitrogen Imbalance (Low),1774948051
E,S_E_1010,53.14,20.74,12.73,6.44,926.51,98.51,25.8,Stable,Potassium Imbalance (Low),1774847251
E,S_E_903,60.54,30.88,18.99,3.91,1157.37,43.75,35.8,Unstable,Variable Stability,1775232451
E,S_E_091,9.53,29.34,65.57,6.22,-565.51,58.86,12.4,Stable,Nitrogen Imbalance (Low),1778155651
C,S_C_457,38.5,-5.26,-54.66,5.79,114.11,19.34,37.1,Unstable,Potassium Imbalance (Low),1776838051
B,S_B_662,39.5,33.81,32.49,6.67,500.57,29.38,29.7,Unstable,Potassium Imbalance (Low),1776100051
C,S_C_260,78.32,-4.01,12.92,5.5,408.61,49.82,33.8,Unstable,Potassium Imbalance (Low),1777547251
E,S_E_706,91.87,27.61,85.72,5.91,1068.46,60.88,16.0,Unstable,Variable Stability,1775941651
A,S_A_641,46.08,33.03,23.12,6.22,757.09,29.66,29.0,Unstable,Potassium Imbalance (Low),1776175651
E,S_E_308,57.24,17.97,108.98,7.12,1742.05,57.33,41.6,Stable,High Salinity Trend,1777374451
A,S_A_1010,54.4,23.72,37.69,6.98,813.54,61.16,20.9,Unstable,Potassium Imbalance (Low),1774847251
E,S_E_1063,30.58,37.6,56.62,6.33,2506.56,113.79,23.4,Unstable,High Salinity Trend,1774656451
A,S_A_638,44.62,29.21,37.71,6.49,196.21,56.08,28.3,Unstable,Potassium Imbalance (Low),1776186451
E,S_E_100,58.52,27.77,86.26,5.79,-223.16,-5.16,37.8,Stable,Variable Stability,1778123251
D,S_D_905,45.93,53.8,64.83,4.73,975.95,54.98,25.5,Unstable,Acidic Trend,1775225251
B,S_B_1109,47.78,26.18,7.13,6.07,90.59,52.98,35.9,Stable,Potassium Imbalance (Low),1774490851
D,S_D_569,26.96,0.94,25.03,6.64,236.56,117.16,20.2,Unstable,Nitrogen Imbalance (Low),1776434851
C,S_C_746,-20.82,-16.51,25.16,4.17,1651.69,48.32,24.3,Unstable,Acidic Trend,1775797651
D,S_D_182,44.83,33.54,78.29,5.0,1487.39,34.77,36.6,Stable,Acidic Trend,1777828051
B,S_B_897,44.94,35.01,66.65,6.37,713.24,60.35,17.7,Unstable,Variable Stability,1775254051
E,S_E_720,75.74,37.72,55.68,4.62,529.47,82.42,36.1,Stable,Stable / Optimal,1775891251
B,S_B_757,45.03,17.16,85.44,5.74,611.68,59.71,23.8,Unstable,Phosphorus Imbalance (Low),1775758051
B,S_B_173,41.83,11.99,55.34,4.7,572.36,50.9,32.3,Stable,Stable / Optimal,1777860451
D,S_D_423,-0.48,65.33,98.94,6.52,464.2,79.25,40.5,Unstable,Nitrogen Imbalance (Low),1776960451
A,S_A_922,58.3,14.81,62.67,5.77,610.15,49.3,19.5,Stable,Phosphorus Imbalance (Low),1775164051
A,S_A_547,49.59,33.55,72.9,5.66,426.2,61.52,20.1,Unstable,Potassium Imbalance (Low),1776514051
B,S_B_250,48.72,10.68,31.34,6.73,665.57,43.58,29.7,Unstable,Potassium Imbalance (Low),1777583251
C,S_C_405,56.1,30.8,43.02,3.5,-196.39,10.14,26.7,Unstable,High Salinity Trend,1777025251
C,S_C_211,-8.69,6.51,18.54,4.82,516.92,4.54,24.7,Unstable,Acidic Trend,1777723651
B,S_B_701,60.03,12.78,81.23,5.62,404.44,60.08,26.1,Unstable,Phosphorus Imbalance (Low),1775959651
C,S_C_358,30.87,24.12,-4.65,4.84,984.19,79.41,13.1,Unstable,Acidic Trend,1777194451
B,S_B_829,38.13,22.57,67.87,5.42,175.96,51.23,27.9,Unstable,Nitrogen Imbalance (Low),1775498851
B,S_B_1102,25.47,22.85,42.99,5.57,603.71,41.37,30.1,Unstable,Nitrogen Imbalance (Low),1774516051
B,S_B_686,38.15,6.93,33.88,5.25,211.06,39.97,25.2,Unstable,Acidic Trend,1776013651
B,S_B_443,40.94,16.38,31.68,6.93,684.0,38.29,13.6,Stable,Potassium Imbalance (Low),1776888451
A,S_A_973,59.3,30.43,107.21,6.38,577.79,30.43,27.6,Unstable,Variable Stability,1774980451
E,S_E_965,29.28,48.63,47.11,4.43,289.77,67.29,22.5,Unstable,Acidic Trend,1775009251
B,S_B_898,24.33,15.55,35.4,6.41,545.55,68.62,30.5,Unstable,Potassium Imbalance (Low),1775250451
E,S_E_409,75.53,45.9,90.36,4.71,822.8,88.28,32.8,Unstable,Potassium Imbalance (Low),1777010851
D,S_D_976,50.81,45.34,22.91,5.82,1437.66,71.79,23.5,Unstable,Potassium Imbalance (Low),1774969651
E,S_E_691,10.84,37.97,54.65,6.65,801.93,42.94,24.6,Unstable,Variable Stability,1775995651
E,S_E_1159,39.26,23.98,34.05,5.87,914.64,33.5,34.9,Stable,High Salinity Trend,1774310851
A,S_A_837,26.68,23.7,36.04,6.68,214.76,54.0,29.4,Stable,Variable Stability,1775470051
A,S_A_602,39.49,8.78,41.4,8.0,635.88,53.01,24.3,Unstable,Phosphorus Imbalance (Low),1776316051
B,S_B_985,30.78,10.58,80.68,7.1,635.06,48.28,27.9,Unstable,Phosphorus Imbalance (Low),1774937251
D,S_D_1169,44.21,56.32,77.02,5.89,707.22,69.64,41.5,Unstable,Variable Stability,1774274851
C,S_C_1117,-16.34,38.8,-41.6,3.5,724.66,8.58,44.1,Unstable,Acidic Trend,1774462051
E,S_E_350,39.12,52.41,60.27,6.13,950.64,62.81,22.0,Unstable,Variable Stability,1777223251
B,S_B_383,42.68,36.1,51.55,5.33,773.93,27.02,23.9,Unstable,Nitrogen Imbalance (Low),1777104451
E,S_E_302,72.83,5.85,90.12,5.87,-228.39,118.22,37.8,Unstable,Phosphorus Imbalance (Low),1777396051
C,S_C_1184,33.53,17.84,28.66,3.98,-491.37,30.53,33.7,Unstable,Acidic Trend,1774220851
D,S_D_259,38.75,69.63,83.39,4.01,1332.53,100.92,33.2,Stable,Stable / Optimal,1777550851
A,S_A_1071,71.64,24.19,62.2,6.69,142.91,50.73,20.8,Unstable,Variable Stability,1774627651
B,S_B_576,56.76,29.15,35.17,5.84,12.4,51.88,27.0,Unstable,Potassium Imbalance (Low),1776409651
E,S_E_964,32.12,22.3,89.35,6.33,1057.64,37.44,34.9,Stable,Acidic Trend,1775012851
B,S_B_084,49.17,16.07,65.6,6.96,-0.2,40.78,23.2,Stable,Stable / Optimal,1778180851
E,S_E_188,94.48,-12.96,5.52,5.78,571.77,80.15,21.0,Unstable,Potassium Imbalance (Low),1777806451
E,S_E_085,21.15,26.08,16.72,6.95,1677.54,101.02,10.1,Unstable,Nitrogen Imbalance (Low),1778177251
E,S_E_900,44.16,53.18,47.41,8.5,1735.34,96.4,39.2,Stable,High Salinity Trend,1775243251
B,S_B_637,28.02,5.15,38.19,5.32,1335.19,59.86,24.2,Unstable,Acidic Trend,1776190051
E,S_E_653,81.83,0.8,124.37,6.84,199.46,53.83,45.8,Unstable,Phosphorus Imbalance (Low),1776132451
A,S_A_1020,30.5,25.72,25.7,7.64,515.07,36.73,23.7,Unstable,Potassium Imbalance (Low),1774811251
A,S_A_971,57.88,16.46,75.72,6.25,899.93,54.61,26.6,Stable,Stable / Optimal,1774987651
B,S_B_127,40.4,34.2,56.34,6.43,930.95,58.67,17.0,Unstable,Variable Stability,1778026051
C,S_C_934,31.61,-12.36,12.52,4.81,148.26,-0.82,40.3,Unstable,Acidic Trend,1775120851
A,S_A_476,48.33,24.89,59.08,5.8,758.23,62.02,28.3,Stable,Stable / Optimal,1776769651
C,S_C_411,34.46,10.61,24.61,5.01,116.99,61.92,19.7,Stable,Acidic Trend,1777003651
E,S_E_809,60.09,-1.2,59.81,6.18,623.45,76.08,24.3,Unstable,Phosphorus Imbalance (Low),1775570851
B,S_B_452,24.61,26.68,56.18,6.37,462.01,48.89,36.2,Unstable,Nitrogen Imbalance (Low),1776856051
E,S_E_770,68.98,24.72,33.14,6.29,-170.33,87.66,27.9,Unstable,Potassium Imbalance (Low),1775711251
E,S_E_322,23.9,17.36,30.44,6.69,1456.41,61.21,11.7,Unstable,Nitrogen Imbalance (Low),1777324051
C,S_C_129,-4.18,-16.77,40.84,5.51,1269.95,2.35,30.5,Unstable,Nitrogen Imbalance (Low),1778018851
D,S_D_092,46.38,-27.18,96.1,5.57,739.55,59.25,18.4,Unstable,Phosphorus Imbalance (Low),1778152051
D,S_D_910,41.0,61.66,26.06,7.22,2107.22,54.47,13.8,Unstable,Nitrogen Imbalance (Low),1775207251
D,S_D_487,27.58,34.93,21.78,5.51,1216.99,74.53,31.8,Unstable,Potassium Imbalance (Low),1776730051
B,S_B_174,59.23,20.9,61.83,7.78,707.71,67.66,24.7,Unstable,Variable Stability,1777856851
A,S_A_740,31.21,8.31,35.95,5.73,679.54,64.87,26.4,Unstable,High Salinity Trend,1775819251
D,S_D_1009,47.36,33.58,128.68,7.39,834.61,64.26,29.6,Unstable,Variable Stability,1774850851
E,S_E_1003,8.81,-16.02,35.12,6.38,704.56,61.51,25.1,Unstable,Phosphorus Imbalance (Low),1774872451
A,S_A_868,42.04,22.24,57.41,6.38,244.86,46.17,23.2,Stable,Stable / Optimal,1775358451
C,S_C_575,-21.82,-24.31,94.0,4.46,-231.28,24.77,29.6,Unstable,Nitrogen Imbalance (Low),1776413251
A,S_A_1141,38.9,23.43,49.41,7.22,435.61,46.92,35.0,Stable,Nitrogen Imbalance (Low),1774375651
A,S_A_998,42.89,13.96,69.94,6.52,44.93,47.6,32.1,Unstable,Phosphorus Imbalance (Low),1774890451
B,S_B_138,56.8,34.79,98.87,7.05,297.34,39.1,34.9,Unstable,Nitrogen Imbalance (Low),1777986451
A,S_A_542,37.71,33.73,51.76,6.67,373.72,60.23,33.3,Unstable,Variable Stability,1776532051
A,S_A_1100,18.18,29.36,64.34,6.55,489.51,55.91,26.5,Unstable,Nitrogen Imbalance (Low),1774523251
A,S_A_1133,52.16,16.81,40.16,6.89,499.26,56.13,32.9,Stable,Stable / Optimal,1774404451
E,S_E_1017,8.09,27.68,62.56,6.27,1362.37,75.93,25.3,Unstable,Nitrogen Imbalance (Low),1774822051
E,S_E_1128,42.37,24.76,41.62,7.19,691.44,89.83,26.9,Unstable,Acidic Trend,1774422451
B,S_B_1059,43.78,25.99,56.65,6.24,624.44,44.34,20.4,Unstable,Phosphorus Imbalance (Low),1774670851
E,S_E_1174,49.08,69.75,13.65,8.5,480.6,30.5,23.5,Unstable,Potassium Imbalance (Low),1774256851
C,S_C_563,23.91,20.6,116.33,3.51,72.84,-31.38,15.8,Unstable,Acidic Trend,1776456451
A,S_A_060,57.22,8.35,39.19,6.17,542.45,61.64,28.0,Unstable,Potassium Imbalance (Low),1778267251
C,S_C_860,37.08,-11.3,-2.11,3.5,-426.7,23.29,50.8,Stable,Acidic Trend,1775387251
D,S_D_484,-28.23,14.69,135.79,6.18,1229.82,83.16,36.8,Stable,Nitrogen Imbalance (Low),1776740851
B,S_B_739,68.98,12.44,70.6,6.32,149.06,27.82,30.7,Stable,Phosphorus Imbalance (Low),1775822851
D,S_D_051,14.44,46.61,71.58,6.14,948.09,110.42,44.8,Unstable,Nitrogen Imbalance (Low),1778299651
E,S_E_1124,91.73,-30.39,80.23,5.33,734.95,58.83,19.3,Unstable,Acidic Trend,1774436851
C,S_C_996,11.26,-38.7,24.71,4.25,176.12,47.7,34.6,Unstable,Acidic Trend,1774897651
C,S_C_414,99.46,26.8,-9.01,4.18,-415.44,32.85,15.3,Unstable,Acidic Trend,1776992851
E,S_E_1197,35.45,3.97,23.34,6.46,748.49,79.41,20.6,Unstable,Stable / Optimal,1774174051
E,S_E_857,67.07,5.74,3.27,5.09,1056.89,106.42,34.9,Unstable,Acidic Trend,1775398051
A,S_A_1079,38.08,15.38,30.61,5.9,347.37,46.17,31.4,Unstable,Potassium Imbalance (Low),1774598851
D,S_D_933,58.12,32.03,30.05,5.98,271.24,60.46,34.1,Unstable,Potassium Imbalance (Low),1775124451
E,S_E_1032,69.7,35.72,85.82,4.12,913.72,62.29,39.1,Unstable,Stable / Optimal,1774768051
D,S_D_673,5.85,21.81,92.69,6.17,1156.91,42.54,23.8,Unstable,Nitrogen Imbalance (Low),1776060451
D,S_D_684,133.9,34.39,99.15,8.02,-530.48,28.53,3.7,Unstable,Variable Stability,1776020851
E,S_E_300,91.9,-19.43,3.7,4.37,829.93,43.92,20.1,Unstable,High Salinity Trend,1777403251
C,S_C_231,-13.38,2.9,29.64,4.75,578.69,44.6,42.8,Unstable,Acidic Trend,1777651651
E,S_E_002,27.37,33.75,62.27,6.26,-811.0,43.33,18.5,Unstable,Nitrogen Imbalance (Low),1778476051
C,S_C_1125,70.8,22.78,45.78,5.7,-1365.83,55.33,33.0,Unstable,Variable Stability,1774433251
C,S_C_1164,49.99,-6.01,33.73,5.83,-1425.79,53.15,26.6,Unstable,Potassium Imbalance (Low),1774292851
A,S_A_941,40.88,17.89,44.39,6.11,634.9,60.43,32.2,Stable,Stable / Optimal,1775095651
A,S_A_1081,32.79,20.91,66.64,6.62,551.39,55.4,22.2,Stable,Stable / Optimal,1774591651
A,S_A_188,43.29,19.63,91.13,6.43,706.55,79.17,22.2,Stable,Nitrogen Imbalance (Low),1777806451
D,S_D_123,64.17,29.77,105.22,6.41,456.03,120.55,25.5,Unstable,Variable Stability,1778040451
E,S_E_814,49.68,29.95,83.82,5.17,443.51,63.63,24.9,Stable,Stable / Optimal,1775552851
B,S_B_886,60.55,10.29,28.02,5.93,658.69,53.61,33.2,Stable,Acidic Trend,1775293651
B,S_B_1050,44.14,26.03,57.33,7.22,662.56,75.45,27.5,Unstable,Variable Stability,1774703251
D,S_D_089,33.42,-10.58,158.72,5.83,50.24,117.17,43.7,Unstable,Variable Stability,1778162851
E,S_E_1069,3.43,47.47,-13.44,3.97,-742.28,37.86,25.4,Unstable,Phosphorus Imbalance (Low),1774634851
B,S_B_824,36.33,18.16,89.48,6.44,489.49,59.72,20.4,Unstable,Variable Stability,1775516851
D,S_D_195,91.7,18.25,68.98,7.6,333.34,100.7,30.9,Unstable,High Salinity Trend,1777781251
B,S_B_293,75.84,28.56,79.56,6.48,682.81,36.9,21.1,Unstable,Variable Stability,1777428451
D,S_D_1002,65.72,22.69,98.67,5.37,2040.97,70.0,24.9,Unstable,Acidic Trend,1774876051
D,S_D_441,88.63,38.38,33.05,6.41,574.97,55.62,3.8,Stable,Potassium Imbalance (Low),1776895651
A,S_A_227,46.25,10.37,49.89,6.05,472.96,46.54,25.5,Unstable,Phosphorus Imbalance (Low),1777666051
A,S_A_1014,61.48,33.99,49.32,6.12,591.4,41.5,26.5,Unstable,Variable Stability,1774832851
C,S_C_184,6.88,23.19,37.57,3.71,837.7,10.44,28.0,Unstable,Nitrogen Imbalance (Low),1777820851
B,S_B_730,44.77,38.14,49.86,5.73,696.2,64.6,32.9,Unstable,Variable Stability,1775855251
D,S_D_616,75.17,48.7,73.08,4.91,283.61,90.03,25.8,Unstable,Acidic Trend,1776265651
E,S_E_583,3.22,14.83,125.53,5.84,547.9,42.5,28.9,Unstable,Nitrogen Imbalance (Low),1776384451
B,S_B_205,48.62,23.66,34.51,6.35,921.11,59.52,34.6,Stable,Potassium Imbalance (Low),1777745251
B,S_B_980,48.14,24.05,28.2,6.88,518.69,63.32,28.0,Stable,Potassium Imbalance (Low),1774955251
A,S_A_698,43.47,23.09,57.03,6.51,885.12,53.1,33.5,Stable,Stable / Optimal,1775970451
A,S_A_1125,48.17,29.08,63.04,6.11,304.79,37.42,31.8,Unstable,Potassium Imbalance (Low),1774433251
C,S_C_883,14.11,-3.68,69.52,5.56,1458.24,28.59,48.1,Unstable,Nitrogen Imbalance (Low),1775304451
D,S_D_361,49.43,33.68,-55.24,3.9,1822.98,109.26,13.5,Stable,Stable / Optimal,1777183651
D,S_D_511,40.66,-9.31,67.11,5.4,285.52,57.41,20.3,Stable,Acidic Trend,1776643651
B,S_B_579,44.13,9.98,78.61,6.63,304.19,59.39,18.6,Unstable,Phosphorus Imbalance (Low),1776398851
C,S_C_235,23.54,12.68,35.48,4.61,-2116.45,51.93,40.2,Unstable,Variable Stability,1777637251
C,S_C_692,51.5,34.73,68.58,5.02,231.16,59.05,29.6,Stable,Acidic Trend,1775992051
D,S_D_448,31.44,9.32,36.22,5.02,1066.17,97.38,30.5,Stable,Acidic Trend,1776870451
A,S_A_1038,56.92,14.53,91.47,6.2,492.53,61.36,27.5,Unstable,Phosphorus Imbalance (Low),1774746451
E,S_E_195,55.76,53.79,50.35,8.1,1306.43,83.68,29.1,Unstable,High Salinity Trend,1777781251
B,S_B_1057,7.12,16.0,80.6,6.26,509.38,48.96,26.2,Unstable,High Salinity Trend,1774678051
D,S_D_174,75.4,11.5,88.34,7.71,450.44,86.16,36.5,Unstable,Phosphorus Imbalance (Low),1777856851
E,S_E_1130,52.88,25.82,92.52,7.71,2089.8,48.25,28.5,Stable,Stable / Optimal,1774415251
A,S_A_314,38.32,27.96,37.19,6.6,439.06,46.48,35.2,Unstable,Acidic Trend,1777352851
C,S_C_250,8.43,33.85,81.84,3.52,41.02,24.11,25.3,Unstable,Acidic Trend,1777583251
B,S_B_1082,67.91,12.67,53.65,5.64,450.29,36.1,20.8,Unstable,Acidic Trend,1774588051
D,S_D_094,62.66,44.23,84.56,4.66,609.64,79.86,53.7,Unstable,Phosphorus Imbalance (Low),1778144851
D,S_D_688,75.17,25.86,47.48,7.88,32.97,50.61,23.9,Unstable,Variable Stability,1776006451
C,S_C_148,24.69,1.37,62.36,3.91,278.87,37.02,46.0,Unstable,Acidic Trend,1777950451
B,S_B_217,50.01,20.58,67.1,6.29,401.26,56.92,29.5,Stable,Stable / Optimal,1777702051
A,S_A_1037,42.35,29.1,68.64,5.85,697.21,31.47,16.3,Stable,Stable / Optimal,1774750051
B,S_B_960,45.14,31.18,49.52,6.07,534.9,73.9,32.0,Unstable,Variable Stability,1775027251
C,S_C_585,-41.51,35.48,-9.36,5.8,485.66,-19.24,35.7,Unstable,Nitrogen Imbalance (Low),1776377251
C,S_C_738,39.47,12.21,11.68,5.52,-173.67,73.51,38.8,Unstable,Potassium Imbalance (Low),1775826451
E,S_E_182,85.57,-37.83,37.87,7.03,2423.22,64.47,39.2,Unstable,Potassium Imbalance (Low),1777828051
B,S_B_555,63.57,24.17,40.98,6.6,439.4,57.43,26.5,Unstable,Acidic Trend,1776485251
D,S_D_663,41.49,28.45,73.92,5.76,-745.33,37.57,33.7,Stable,Stable / Optimal,1776096451
D,S_D_381,82.45,26.89,117.09,6.36,568.43,88.17,50.6,Unstable,Phosphorus Imbalance (Low),1777111651
D,S_D_218,49.21,22.11,-38.11,4.96,1532.22,66.33,38.5,Unstable,Acidic Trend,1777698451
E,S_E_546,71.53,50.17,44.82,5.79,1676.08,112.37,13.4,Unstable,High Salinity Trend,1776517651
C,S_C_121,22.6,-19.88,34.8,5.87,274.13,-28.27,51.7,Unstable,Acidic Trend,1778047651
A,S_A_874,55.8,28.65,51.67,5.72,665.44,41.95,25.2,Stable,Stable / Optimal,1775336851
E,S_E_430,62.42,36.56,74.95,5.36,-233.8,104.83,35.2,Stable,Stable / Optimal,1776935251
D,S_D_890,13.92,62.75,95.45,7.22,2237.69,65.59,26.4,Unstable,Nitrogen Imbalance (Low),1775279251
B,S_B_307,27.29,18.09,32.93,5.97,391.07,41.86,28.4,Unstable,Nitrogen Imbalance (Low),1777378051
D,S_D_292,71.46,51.65,16.01,6.84,992.8,40.77,32.1,Stable,Potassium Imbalance (Low),1777432051
B,S_B_724,68.09,35.15,53.4,6.39,193.39,43.1,28.2,Unstable,Variable Stability,1775876851
A,S_A_449,33.35,34.63,56.24,6.17,211.89,54.51,29.8,Unstable,Variable Stability,1776866851
C,S_C_1061,-2.33,6.89,50.46,6.01,-982.1,19.58,34.1,Stable,Stable / Optimal,1774663651
C,S_C_1176,-1.27,32.53,-33.6,3.5,-457.96,32.07,18.0,Unstable,Acidic Trend,1774249651
E,S_E_1161,39.88,25.57,82.2,5.6,1502.32,89.38,39.5,Unstable,High Salinity Trend,1774303651
D,S_D_033,55.57,28.78,21.01,7.09,1479.84,49.95,19.8,Unstable,Potassium Imbalance (Low),1778364451
C,S_C_858,34.64,18.5,64.61,3.63,-1014.76,63.12,20.9,Unstable,Nitrogen Imbalance (Low),1775394451
A,S_A_362,52.06,19.1,61.6,6.31,150.37,49.3,28.3,Stable,Stable / Optimal,1777180051
B,S_B_984,54.76,14.31,53.97,7.77,343.15,54.45,35.1,Unstable,Acidic Trend,1774940851
A,S_A_1135,58.42,26.73,95.4,7.05,564.78,37.27,23.0,Stable,Variable Stability,1774397251
E,S_E_031,79.4,26.92,-46.15,8.5,1243.11,104.01,33.2,Unstable,Potassium Imbalance (Low),1778371651
C,S_C_800,6.27,18.6,-2.36,5.47,359.84,40.09,58.8,Unstable,Acidic Trend,1775603251
E,S_E_1018,-2.82,56.28,61.54,5.2,1896.21,66.89,47.4,Unstable,Acidic Trend,1774818451
C,S_C_1039,88.63,28.27,82.7,5.39,-1042.3,38.85,33.1,Stable,Acidic Trend,1774742851
B,S_B_956,60.12,37.55,71.67,6.79,536.93,49.97,33.2,Unstable,Variable Stability,1775041651
B,S_B_631,73.55,37.07,124.6,6.59,601.24,36.94,32.1,Unstable,Variable Stability,1776211651
A,S_A_1054,51.5,12.62,43.06,6.04,277.16,42.49,34.4,Stable,Phosphorus Imbalance (Low),1774688851
C,S_C_061,-28.21,-0.17,71.62,5.26,-0.79,18.99,23.2,Unstable,Acidic Trend,1778263651
A,S_A_023,38.25,28.1,21.72,6.2,304.84,64.41,22.7,Unstable,Potassium Imbalance (Low),1778400451
B,S_B_867,20.46,23.07,34.55,7.23,227.13,44.73,26.8,Unstable,Nitrogen Imbalance (Low),1775362051
B,S_B_454,34.57,33.27,65.77,6.15,655.65,62.06,21.6,Unstable,Variable Stability,1776848851
D,S_D_062,53.0,8.63,86.91,7.71,838.13,77.37,28.5,Unstable,Phosphorus Imbalance (Low),1778260051
D,S_D_732,134.3,24.08,91.31,3.5,414.65,70.69,19.3,Unstable,Acidic Trend,1775848051
C,S_C_344,-14.81,14.01,-0.29,3.97,407.71,54.1,13.0,Stable,Stable / Optimal,1777244851
E,S_E_445,20.63,-3.18,28.62,4.78,440.51,59.19,25.2,Unstable,Nitrogen Imbalance (Low),1776881251
E,S_E_073,-22.69,12.17,56.38,3.68,255.78,45.72,30.7,Stable,Stable / Optimal,1778220451
C,S_C_069,12.76,7.44,3.59,4.05,493.63,-13.99,45.7,Unstable,Acidic Trend,1778234851
B,S_B_1126,49.89,23.54,36.45,6.26,470.65,48.56,29.3,Unstable,Potassium Imbalance (Low),1774429651
A,S_A_461,45.56,7.43,68.03,7.13,439.08,66.32,27.3,Unstable,Phosphorus Imbalance (Low),1776823651
A,S_A_1068,47.47,19.5,55.26,5.9,510.47,65.79,30.3,Unstable,Stable / Optimal,1774638451
A,S_A_088,68.52,32.46,79.28,5.78,161.2,48.89,23.1,Unstable,Variable Stability,1778166451
B,S_B_231,57.67,17.08,59.94,6.94,1096.02,58.75,26.5,Stable,Stable / Optimal,1777651651
D,S_D_140,58.94,4.51,70.42,7.91,934.12,107.79,46.0,Unstable,Phosphorus Imbalance (Low),1777979251
A,S_A_283,51.84,23.86,49.07,6.09,248.51,45.51,34.4,Unstable,Potassium Imbalance (Low),1777464451
C,S_C_084,26.7,68.61,-23.49,5.04,327.13,48.82,44.9,Unstable,Acidic Trend,1778180851
A,S_A_463,39.49,26.24,79.46,7.41,373.96,48.93,31.3,Unstable,Variable Stability,1776816451
A,S_A_213,40.15,24.05,64.29,5.75,572.91,50.64,18.3,Stable,Stable / Optimal,1777716451
C,S_C_189,67.9,28.6,32.72,4.31,-477.68,12.89,28.9,Unstable,Acidic Trend,1777802851
D,S_D_692,44.89,17.98,98.36,5.79,892.48,103.32,34.2,Stable,Variable Stability,1775992051
C,S_C_508,33.88,-8.68,31.1,6.62,441.76,26.93,20.1,Unstable,Potassium Imbalance (Low),1776654451
C,S_C_182,-11.41,-26.4,41.21,6.08,-617.51,12.61,38.8,Unstable,Nitrogen Imbalance (Low),1777828051
B,S_B_169,25.39,22.5,60.84,5.42,468.98,33.63,29.8,Unstable,Potassium Imbalance (Low),1777874851
A,S_A_235,61.85,26.25,67.31,5.62,-47.94,62.59,27.4,Stable,Stable / Optimal,1777637251
D,S_D_323,66.67,1.56,90.26,7.0,1309.1,88.35,41.8,Stable,Phosphorus Imbalance (Low),1777320451
A,S_A_598,68.24,26.37,61.62,7.18,542.73,63.71,24.5,Stable,Variable Stability,1776330451
E,S_E_496,58.86,14.53,136.03,8.5,1306.87,83.49,24.4,Unstable,Phosphorus Imbalance (Low),1776697651
B,S_B_1051,44.95,23.66,37.52,5.13,437.04,53.02,23.6,Unstable,Acidic Trend,1774699651
E,S_E_1075,30.21,48.83,85.49,6.75,1006.95,57.53,16.4,Unstable,Phosphorus Imbalance (Low),1774613251
